station,station_name,lon,lat,elev,variable,valid_months,start,end
1064320,KITIMAT_TOWNSITE,-128.63,54.05,98,tas,790,1954-01-01,2021-12-01
3063165,HIGH_PRAIRIE,-116.48,55.4,602,tas,922,1926-09-01,2021-12-01
3034485,MEDICINE_HAT,-110.72,50.03,715,tas,1643,1883-08-01,2021-12-01
8102300,KEDGWICK,-67.35,47.65,274,tas,503,1931-06-01,1994-09-01
7040442,BAIE_COMEAU,-68.2,49.13,22,tas,659,1965-01-01,2021-12-01
7056120,PORT_DANIEL,-64.98,48.15,69,tas,769,1927-01-01,2004-04-01
7053250,ILES_MADELEINE,-61.78,47.43,11,tas,972,1933-09-01,2018-10-01
1108910,WHITE_ROCK_CAMPBELL_,-122.78,49.02,13,tas,825,1929-01-01,2021-12-01
6061850,CONISTON,-80.85,46.48,268,tas,925,1921-04-01,2002-10-01
1093600,HORSEFLY_LAKE_GRUHS_,-121.37,52.37,777,tas,331,1987-06-01,2016-06-01
6137154,RIDGETOWN,-81.88,42.45,206,tas,1162,1924-01-01,2021-12-01
1032731,ESTEVAN_POINT,-126.55,49.38,6,tas,1157,1923-10-01,2021-12-01
3072525,FAIRVIEW,-118.43,56.08,655,tas,1018,1931-10-01,2021-12-01
1167337,SALMON_ARM,-119.35,50.55,419,tas,1309,1911-07-01,2021-10-01
2402592,IQALUIT,-68.55,63.75,34,tas,899,1946-01-01,2021-12-01
306A009,ENTRANCE,-117.53,53.4,1011,tas,1136,1917-06-01,2021-12-01
1168880,WESTWOLD,-119.75,50.47,609,tas,1069,1921-05-01,2013-05-01
1160H99,BLUE RIVER,-119.28,52.13,683,tas,897,1946-09-01,2021-12-01
8202000,GREENWOOD,-64.92,44.98,28,tas,828,1953-01-01,2021-12-01
3073140,HIGH_LEVEL,-117.17,58.62,338,tas,649,1967-06-01,2021-12-01
4011846,COTE,-101.78,51.52,450,tas,1080,1907-08-01,2006-03-01
502S001,WINNIPEG,-97.25,49.92,239,tas,1793,1872-03-01,2021-12-01
4043901,KINDERSLEY,-109.18,51.52,694,tas,1158,1912-08-01,2021-12-01
8100989,MIRACHIMI,-65.47,47.02,33,tas,1778,1873-01-01,2021-12-01
40190LN,WYNYARD,-104.2,51.77,560,tas,706,1939-07-01,2021-12-01
6153193,HAMILTON,-79.93,43.17,238,tas,1559,1866-01-01,2021-12-01
6020LPQ,ATIKOKAN,-91.63,48.77,389,tas,1182,1917-01-01,2021-12-01
4014913,CARLYLE,-102.1,49.62,633,tas,941,1923-05-01,2004-07-01
4015960,PASWEGIN,-103.92,51.98,533,tas,476,1963-09-01,2003-09-01
2100880,PELLY_RANCH,-137.32,62.83,445,tas,734,1955-01-01,2017-08-01
8403603,ST_JOHN_WEST,-52.78,47.52,110,tas,798,1950-11-01,2021-12-01
4045607,NORTHBATTLEFORD,-108.25,52.77,548,tas,1560,1891-01-01,2021-12-01
3050519,BANFF,-115.55,51.2,1397,tas,1566,1887-11-01,2021-12-01
2101102,TESLIN,-132.73,60.17,705,tas,877,1943-10-01,2021-12-01
7024745,MONTREAL_TAVISH,-73.58,45.5,73,tas,1755,1871-07-01,2021-12-01
1184793,MACKENZIE,-123.13,55.3,694,tas,598,1971-02-01,2021-12-01
6142420,FOLDENS,-80.78,43.02,328,tas,627,1963-06-01,2016-06-01
4018160,TUGASKE,-106.3,50.88,607,tas,1021,1923-06-01,2009-01-01
1031353,CAPE_SCOTT,-128.43,50.78,72,tas,1018,1921-07-01,2016-06-01
2202578,INUVIK,-133.52,68.32,103,tas,774,1957-03-01,2021-12-01
8300596,SUMMERSIDE,-63.83,46.43,12,tas,967,1929-06-01,2021-12-01
6139265,WALLACEBURG,-82.4,42.58,177,tas,980,1905-09-01,1997-04-01
1064321,KITIMAT,-128.7,54.02,17,tas,797,1951-06-01,2021-12-01
6080192,MADAWASKA,-78.27,45.53,397,tas,1206,1915-08-01,2021-12-01
1200560,ATLIN,-133.7,59.57,674,tas,1128,1905-08-01,2021-06-01
6116132,OWEN_SOUND,-80.93,44.58,179,tas,1412,1878-07-01,2007-12-01
3062246,EDSON_A,-116.45,53.58,927,tas,1229,1914-02-01,2021-12-01
5040985,GILBERT_PLAINS,-100.47,51.1,404,tas,664,1958-11-01,2016-06-01
7056616,TROIS_PISTOLES,-69.55,47.8,147,tas,841,1951-07-01,2021-12-01
5021849,MORDEN_EXP_FARM,-98.08,49.18,298,tas,1398,1904-03-01,2021-12-01
4031999,CYPRESS_HILLS,-109.52,49.63,1271,tas,486,1981-05-01,2021-12-01
7030170,ANGERS,-75.55,45.55,91,tas,633,1966-01-01,2021-02-01
11790J1,YOHO_PARK,-116.35,51.45,1602,tas,527,1974-01-01,2021-12-01
8101201,DOAKTOWN,-66.02,46.58,43,tas,749,1952-08-01,2021-12-01
7035520,NOMININGUE,-75.08,46.4,274,tas,1069,1913-11-01,2013-11-01
6073980,KAPUSKASING,-82.45,49.4,218,tas,1244,1918-01-01,2021-12-01
7014290,LES_CEDRES,-74.05,45.3,47,tas,1251,1913-02-01,2021-11-01
7043540,LABRIEVILLE,-69.55,49.3,152,pr,464,1955-01-01,1994-12-01
7044288,LES BUISSONS,-68.38333333333334,49.11666666666667,15,pr,742,1947-01-01,2017-08-01
1073347,HAZELTON TEMLEHAN,-127.73333333333333,55.2,122,pr,946,1915-01-01,1997-04-01
1173191,GLACIER NP ROGERS PASS,-117.51638888888888,51.300916666666666,1323,pr,1219,1909-01-01,2014-07-01
1057050,SANDSPIT ,-131.81305555555556,53.25388888888889,6,pr,805,1949-01-01,2017-03-01
3015960,SION,-114.11666666666666,53.88333333333333,701,pr,1093,1906-01-01,2004-12-01
8200500,BEAR RIVER,-65.63333333333334,44.56666666666667,8,pr,1079,1915-01-01,2006-02-01
230N002,LUPIN,-111.24584166666666,65.75529166666666,488,pr,578,1959-01-01,2007-07-01
5031200,GREAT FALLS,-96.0,50.46666666666667,249,pr,882,1923-01-01,2002-12-01
7051175,CAP SEIZE,-66.4,49.016666666666666,229,pr,955,1905-01-01,1994-05-01
709CEE9,LAC BERRY,-78.28333333333333,48.8,305,pr,1180,1914-01-01,2017-08-01
4060982,BUFFALO NARROWS ,-108.43333333333334,55.833333333333336,440,pr,585,1962-01-01,2012-11-01
3070600,BEAVERLODGE,-119.39641388888889,55.196667222222224,745,pr,1079,1916-01-01,2007-11-01
810AL00,EDMUNDSTON,-68.18777777777778,47.34638888888889,163,pr,1065,1916-01-01,2009-07-01
6053575,HORNEPAYNE ,-84.76666666666667,49.2,335,pr,828,1917-01-01,1995-07-01
6155790,ORANGEVILLE MOE,-80.08640666666666,43.918351666666666,412,pr,1326,1887-01-01,2015-12-01
1062544,DRYAD POINT,-128.11222444444445,52.185000555555554,4,pr,957,1933-01-01,2017-12-01
4061632,COLLINS BAY CAMECO,-103.7,58.18333333333333,490,pr,586,1965-01-01,2017-12-01
1145460,NEW DENVER,-117.370285,49.995835,570,pr,1093,1924-01-01,2017-12-01
7116270,QUAQTAQ,-69.63333333333334,61.05,30,pr,544,1930-01-01,1988-05-01
8206316,WHITE ROCK,-64.38333333333334,45.05,38,pr,1148,1913-01-01,2017-06-01
6072225,EARLTON ,-79.85,47.7,243,pr,792,1939-01-01,2005-01-01
1192940,FORT NELSON ,-122.59722222222223,58.83638888888889,382,pr,896,1938-01-01,2012-11-01
7050240,ARMAGH,-70.53333333333333,46.75,358,pr,914,1916-01-01,1994-05-01
6102857,GODFREY,-76.63333333333334,44.56666666666667,160,pr,934,1924-01-01,2003-05-01
1090660,BARKERVILLE,-121.51472222222222,53.06916666666667,1283,pr,1465,1888-01-01,2015-03-01
4012120,DAVIDSON,-105.98333333333333,51.266666666666666,619,pr,917,1922-01-01,2005-10-01
3023560,JENNER,-111.19585277777777,50.722227777777775,755,pr,763,1916-01-01,2008-01-01
1021830,COMOX ,-124.9,49.71666666666667,26,pr,974,1936-01-01,2017-12-01
6104175,KINGSTON PUMPING STATION,-76.48056666666666,44.243903333333336,77,pr,1549,1872-01-01,2007-12-01
1012573,DUNCAN KELVIN CREEK,-123.72750027777778,48.734722222222224,103,pr,1063,1926-01-01,2016-03-01
1164730,LUMBY SIGALET RD,-118.76666666666667,50.36666666666667,560,pr,872,1924-01-01,1999-02-01
4045605,NORTH BATTLEFORD,-108.25,52.766666666666666,548,pr,1358,1894-01-01,2007-11-01
7027725,ST SEBASTIEN,-70.95,45.766666666666666,442,pr,1161,1915-01-01,2016-10-01
7057600,ST PAMPHILE,-69.78333333333333,46.96666666666667,388,pr,552,1951-01-01,2004-04-01
2303685,SHEPHERD BAY ,-93.43333333333334,68.81666666666666,43,pr,420,1957-01-01,1993-03-01
7103282,INUKJUAK,-78.08333333333333,58.46666666666667,24,pr,659,1938-01-01,1994-02-01
6041109,CAMERON FALLS,-88.35,49.15,229,pr,863,1924-01-01,1998-08-01
6060773,BISCOTASING,-82.1,47.3,407,pr,912,1914-01-01,2000-10-01
8206450,WRECK COVE BROOK,-60.45,46.53333333333333,76,pr,687,1951-01-01,2012-12-01
6077845,SMOKY FALLS,-82.16666666666667,50.06666666666667,183,pr,754,1934-01-01,1997-04-01
3065999,SLAVE LAKE ,-114.78333333333333,55.28333333333333,583,pr,874,1925-01-01,2007-08-01
2204100,YELLOWKNIFE ,-114.44027777777778,62.46277777777778,206,pr,839,1943-01-01,2013-01-01
6059D09,WAWA ,-84.78333333333333,47.96666666666667,287,pr,850,1940-01-01,2014-09-01
3072658,FORT CHIPEWYAN ,-111.11666666666666,58.766666666666666,232,pr,1067,1884-01-01,2007-08-01
1038205,TOFINO ,-125.77250555555555,49.08222222222222,24,pr,756,1942-01-01,2017-12-01
7117825,SCHEFFERVILLE ,-66.81666666666666,54.8,522,pr,535,1949-01-01,1993-09-01
2101100,TESLIN ,-132.7358888888889,60.17413888888889,705,pr,692,1944-01-01,2013-12-01
6128323,TOBERMORY CYPRUS LAKE,-81.53333333333333,45.233333333333334,190,pr,816,1915-01-01,1994-12-01
1041050,BRITANNIA BEACH FURRY CREEK,-123.22361111111111,49.583888888888886,9,pr,1012,1914-01-01,2000-04-01
8200100,ANNAPOLIS ROYAL,-65.51666666666667,44.75,8,pr,964,1915-01-01,2007-12-01
3023722,LACOMBE,-113.75583472222222,52.44889055555556,860,pr,1183,1908-01-01,2007-11-01
5023222,WINNIPEG RICHARDSON ,-97.23333333333333,49.916666666666664,239,pr,1624,1872-01-01,2007-11-01
1160899,BLUE RIVER ,-119.28952777777778,52.12902777777778,683,pr,1032,1929-01-01,2017-12-01
1123360,HEDLEY,-120.07666666666667,49.35722222222222,517,pr,1182,1904-01-01,2005-06-01
4015322,MOOSE JAW,-105.53750833333334,50.33168055555556,577,pr,1258,1895-01-01,2007-11-01
8104900,SAINT JOHN ,-65.88556944444444,45.31805555555555,109,pr,1696,1871-01-01,2012-06-01
7024254,LAUZON,-71.1,46.81666666666667,69,pr,1727,1872-01-01,2017-08-01
3034720,MOUNTAIN VIEW,-113.63001666666666,49.126955555555554,1339,pr,1076,1913-01-01,2006-03-01
4086000,PELLY,-101.86666666666666,52.083333333333336,509,pr,715,1952-01-01,2016-03-01
2400800,CLYDE ,-68.51666666666667,70.48611111111111,27,pr,662,1946-01-01,2002-06-01
8201410,DEMING,-61.17780277777778,45.216390833333335,16,pr,1452,1884-01-01,2011-12-01
6048231,TERRACE BAY ,-87.1,48.81666666666667,290,pr,1117,1910-01-01,2007-09-01
8205200,SPRINGFIELD,-64.85,44.666666666666664,167,pr,994,1920-01-01,2003-08-01
6073975,KAPUSKASING ,-82.4675,49.41388888888889,227,pr,1156,1918-01-01,2014-09-01
1031353,CAPE SCOTT,-128.42722777777777,50.78223333333333,72,pr,1033,1921-01-01,2016-06-01
2202578,INUVIK,-133.51666666666668,68.31666666666666,103,pr,565,1957-01-01,2007-11-01
2403500,RESOLUTE CARS,-94.96944444444445,74.71694444444445,67,pr,802,1948-01-01,2014-11-01
3050600,BEAVER MINES,-114.17695555555555,49.46722777777778,1257,pr,1176,1913-01-01,2012-03-01
8206260,WESTPORT,-66.36666666666666,44.25,18,pr,583,1937-01-01,1993-06-01
6139265,WALLACEBURG,-82.4,42.583333333333336,177,pr,993,1906-01-01,1997-04-01
6116132,OWEN SOUND MOE,-80.93333333333334,44.583333333333336,179,pr,1437,1879-01-01,2007-12-01
3062246,EDSON,-116.45333527777778,53.58027972222222,927,pr,1006,1920-01-01,2007-11-01
6048864,TRANQUILLO RIDGE,-89.51666666666667,48.233333333333334,317,pr,1565,1877-01-01,2007-12-01
1200560,ATLIN,-133.7,59.56666666666667,674,pr,1086,1906-01-01,2017-12-01
6105976,OTTAWA,-75.71666666666667,45.38333333333333,79,pr,1534,1890-01-01,2017-12-01
5021849,MORDEN,-98.08394444444444,49.18763888888889,298,pr,1409,1888-01-01,2007-11-01
6078285,TIMMINS VICTOR POWER ,-81.37666666666667,48.569722222222225,295,pr,654,1955-01-01,2011-02-01
2402730,NANISIVIK ,-84.61666666666666,72.98333333333333,642,pr,733,1938-01-01,2010-12-01
4063755,KEY LAKE,-105.61666666666666,57.25,509,pr,485,1977-01-01,2017-12-01
7035520,NOMININGUE,-75.08333333333333,46.4,274,pr,1125,1914-01-01,2013-11-01
2400595,BYRON BAY ,-109.06666666666666,68.75,92,pr,432,1957-01-01,1993-06-01
4038400,VAL-MARIE,-107.847525,49.37001388888889,808,pr,694,1937-01-01,2010-05-01
6037775,SIOUX LOOKOUT ,-91.9,50.11666666666667,383,pr,1172,1914-01-01,2013-02-01
1020270,ALERT BAY,-126.93333333333334,50.583333333333336,59,pr,839,1924-01-01,1994-02-01
7014290,LES CEDRES,-74.05,45.3,47,pr,1199,1913-01-01,2017-08-01
4014913,MANOR,-102.1,49.61666666666667,633,pr,961,1922-01-01,2004-07-01
8401700,GANDER ,-54.57694444444444,48.94638888888889,151,pr,901,1937-01-01,2012-03-01
4023240,HIGH POINT,-107.93527861111112,50.978612777777776,645,pr,858,1929-01-01,2017-07-01
4015960,PASWEGIN,-103.91666666666667,51.983333333333334,533,pr,536,1951-01-01,2003-09-01
2100880,PELLY RANCH,-137.36666666666667,62.81666666666667,454,pr,721,1952-01-01,2015-03-01
1152102,CRANBROOK ,-115.78194444444445,49.61222222222222,939,pr,1215,1909-01-01,2012-11-01
1054920,MASSET AIRPORT,-132.11747222222223,54.02261111111111,7,pr,1013,1900-01-01,2008-06-01
4043900,KINDERSLEY ,-109.18333333333334,51.516666666666666,694,pr,856,1942-01-01,2013-11-01
2400654,CAPE DYER ,-61.61666666666667,66.58333333333333,393,pr,398,1960-01-01,1993-03-01
3050519,BANFF,-115.55223611111111,51.193358333333336,1397,pr,1345,1894-01-01,2007-11-01
1067742,STEWART ,-129.985,55.93611111111111,7,pr,1222,1911-01-01,2016-06-01
1032730,ESTEVAN POINT,-126.55083333333333,49.3835,7,pr,1114,1924-01-01,2017-12-01
4056240,PRINCE LBERT ,-105.66666666666667,53.21666666666667,428,pr,1496,1889-01-01,2013-11-01
6075425,MOOSONEE,-80.65,51.266666666666666,10,pr,1326,1892-01-01,2017-12-01
2402592,IQALUIT,-68.54444444444445,63.74722222222222,34,pr,649,1946-01-01,2007-11-01
306A009,HINTON VALLEY,-117.53762027777778,53.40381,1011,pr,1087,1917-01-01,2017-12-01
1168880,WESTWOLD,-119.7505563888889,50.46889111111111,609,pr,1072,1921-01-01,2013-05-01
8202000,GREENWOOD ,-64.91666666666667,44.983333333333334,28,pr,900,1943-01-01,2017-12-01
7047912,SEPT-ILES,-66.25,50.21666666666667,53,pr,757,1945-01-01,2017-05-01
6144475,LONDON AIRPORT,-81.1511111111111,43.033055555555556,278,pr,1500,1883-01-01,2017-04-01
4011846,COTE,-101.78333333333333,51.516666666666666,450,pr,1059,1913-01-01,2006-03-01
1166R45,SALMON RM ,-119.23361361111111,50.68555777777778,527,pr,1204,1911-01-01,2013-02-01
1125865,OSOYOOS WEST,-119.44277777777778,49.03194444444444,297,pr,661,1954-01-01,2009-09-01
2402340,GLADMAN POINT ,-97.8,68.66666666666667,14,pr,417,1957-01-01,1992-07-01
1142820,FAUQUIER,-118.0675,49.871944444444445,490,pr,1102,1913-01-01,2015-06-01
840C401,ST ANTHONY ,-56.1,51.38333333333333,33,pr,1292,1883-01-01,2008-01-01
7012071,DONNACONA,-71.73333333333333,46.68333333333333,46,pr,1032,1919-01-01,2008-11-01
1035940,PACHENA POINT,-125.09722222222223,48.72277777777778,37,pr,1104,1925-01-01,2017-12-01
8101200,DOAKTOWN,-66.14029166666667,46.55251388888889,38,pr,762,1944-01-01,2009-06-01
2101081,SWIFT RIVER,-131.18333333333334,60.0,891,pr,448,1967-01-01,2008-02-01
1066481,PRINCE RUPERT ,-130.44472222222223,54.2925,35,pr,1147,1909-01-01,2006-03-01
8102300,KEDGWICK,-67.35,47.65,274,pr,503,1932-01-01,1994-09-01
8401300,CORNER BROOK,-57.95,48.95,5,pr,989,1933-01-01,2017-12-01
3024920,OLDS,-114.1,51.78333333333333,1040,pr,1140,1914-01-01,2015-06-01
6042716,GERALDTON ,-86.93056944444444,49.782802777777775,349,pr,773,1950-01-01,2015-02-01
1101200,BURQUITLAM VANCOUVER GOLF COURSE,-122.87694444444445,49.251666666666665,122,pr,949,1926-01-01,2005-12-01
2400570,FOX FIVE,-63.78888888888889,67.53555555555556,584,pr,382,1959-01-01,2007-09-01
2200675,CAPE PARRY ,-124.71666666666667,70.16666666666667,87,pr,399,1960-01-01,1993-03-01
3011120,CALMAR,-113.86305777777778,53.289724166666666,720,pr,1101,1915-01-01,2016-12-01
6061361,CHAPLEAU ,-83.34666666666666,47.82,447,pr,1126,1914-01-01,2015-03-01
8104400,REXTON,-64.86666666666666,46.666666666666664,5,pr,1021,1923-01-01,2009-12-01
8402050,GRAND FALLS,-55.666666666666664,48.93333333333333,60,pr,669,1937-01-01,2009-01-01
7088760,VILLE MARIE,-79.43333333333334,47.35,213,pr,995,1914-01-01,2004-04-01
6020384,ATIKOKAN MARMION,-91.58333333333333,48.8,442,pr,999,1919-01-01,2007-07-01
6084770,MADAWASKA,-77.98333333333333,45.5,316,pr,1014,1916-01-01,2000-11-01
8204700,SABLE ISLAND,-60.00944444444445,43.93222222222222,5,pr,1268,1891-01-01,2001-12-01
7065640,NORMANDIN,-72.53333333333333,48.85,137,pr,673,1936-01-01,1992-08-01
5030282,BISSETT,-95.7,51.03333333333333,259,pr,567,1933-01-01,1997-06-01
6139141,VINELAND,-79.41666666666667,43.15,110,pr,1131,1919-01-01,2013-12-01
4048520,WASECA,-109.40390277777777,53.130855555555556,638,pr,1260,1908-01-01,2014-12-01
7025250,MONTREAL/PIERRE ELLIOTT TRUDEAU ,-73.75,45.46666666666667,36,pr,1732,1872-01-01,2016-09-01
6073810,IROQUOIS FALLS,-80.66666666666667,48.75,259,pr,1011,1913-01-01,1998-12-01
3053536,JASPER WARDEN,-118.02972222222222,52.92638888888889,1020,pr,843,1936-01-01,2007-11-01
7045400,NATASHQUAN ,-61.81666666666667,50.18333333333333,11,pr,1037,1915-01-01,2003-03-01
1163780,KAMLOOPS ,-120.44194444444445,50.702222222222225,345,pr,1415,1895-01-01,2013-06-01
8202250,HALIFAX STANFIELD ,-63.50001388888889,44.88001666666667,145,pr,1661,1872-01-01,2012-09-01
6139445,WELLAND,-79.26113833333334,42.99252666666667,175,pr,1528,1873-01-01,2014-08-01
5061001,GILLAM ,-94.71055555555556,56.3575,145,pr,802,1943-01-01,2014-10-01
1183090,GERMANSEN LANDING,-124.70144444444445,55.78552777777778,766,pr,727,1952-01-01,2013-11-01
8402450,ISLE UX MORTS,-58.96666666666667,47.583333333333336,5,pr,984,1909-01-01,2004-10-01
7020840,BROME,-72.56666666666666,45.18333333333333,206,pr,1460,1877-01-01,2014-07-01
1062790,FALLS RIVER,-129.73333333333332,53.983333333333334,18,pr,704,1932-01-01,1992-10-01
8401550,EXPLOITS DAM,-56.6,48.766666666666666,154,pr,618,1956-01-01,2009-02-01
3012205,EDMONTON ,-113.58333333333333,53.31666666666667,723,pr,1549,1883-01-01,2012-04-01
8201000,COLLEGEVILLE,-62.016666666666666,45.483333333333334,76,pr,1090,1916-01-01,2014-06-01
1085835,OOTSA L SKINS L SPILLWAY,-125.99655555555556,53.772166666666664,861,pr,1047,1926-01-01,2017-07-01
3034480,MEDICINE HAT ,-110.72083333333333,50.01888888888889,717,pr,1430,1886-01-01,2006-05-01
4020160,ANEROID,-107.3,49.71666666666667,754,pr,942,1922-01-01,2005-04-01
1175122,MICA DAM,-118.58527777777778,52.05305555555555,579,pr,657,1962-01-01,2017-12-01
1183000,FORT ST JOHN ,-120.74027777777778,56.238055555555555,695,pr,948,1931-01-01,2012-12-01
1065010,MCINNES ISLAND,-128.71944444444443,52.26166666666666,26,pr,726,1954-01-01,2017-12-01
2503650,SACHS HARBOUR ,-125.26666666666667,72.0,86,pr,612,1956-01-01,2013-02-01
4011441,CEYLON,-104.65,49.38333333333333,753,pr,935,1922-01-01,2002-12-01
2100182,BURWASH ,-139.05,61.36666666666667,807,pr,556,1967-01-01,2015-02-01
6130257,AMHERSTBURG,-83.09446333333334,42.10335833333333,182,pr,1203,1917-01-01,2017-12-01
2302680,LADY FRANKLIN POINT ,-113.21666666666667,68.5,16,pr,400,1958-01-01,1993-03-01
7055120,MONT-JOLI ,-68.21666666666667,48.6,52,pr,840,1943-01-01,2013-03-01
4019082,TONKIN,-102.23333333333333,51.2,527,pr,890,1941-01-01,2016-01-01
3025770,SCOTFIELD,-111.36361166666667,51.583355555555556,762,pr,907,1913-01-01,2007-10-01
1075384,NASS CAMP,-129.02944444444444,55.2375,290,pr,1017,1924-01-01,2015-02-01
3081680,COLD LAKE ,-110.28333333333333,54.416666666666664,541,pr,1078,1926-01-01,2017-12-01
8504175,WABUSH LAKE ,-66.87416666666667,52.92722222222222,551,pr,621,1961-01-01,2013-02-01
1126510,PRINCETON ,-120.5125,49.467777777777776,700,pr,1400,1901-01-01,2017-12-01
7103536,KUUJJUARAPIK ,-77.75,55.28333333333333,10,pr,892,1934-01-01,2014-04-01
1117215,SHALALTH,-122.24055555555556,50.72833333333333,244,pr,678,1935-01-01,2004-04-01
7058520,TRINITE DES MONTS,-68.48333333333333,48.13333333333333,262,pr,585,1951-01-01,2004-04-01
6016527,PICKLE LAKE ,-90.21416666666667,51.44638888888889,386,pr,800,1933-01-01,2012-07-01
5042004,NEEPAWA MURRAY 6 SOUTHWEST,-99.56666666666666,50.15,412,pr,1381,1881-01-01,2008-11-01
3072920,GRANDE PRAIRIE ,-118.885,55.179722222222225,669,pr,919,1931-01-01,2013-09-01
6149625,WOODSTOCK,-80.77056666666667,43.13612333333333,282,pr,1746,1870-01-01,2017-12-01
6153194,HAMILTON ,-79.93417666666667,43.171686666666666,238,pr,1353,1866-01-01,2011-12-01
4038740,WEST POPLAR RIVER,-106.38333333333334,49.0,876,pr,497,1957-01-01,2002-06-01
3012280,ELK POINT,-111.06666666666666,53.88333333333333,605,pr,958,1913-01-01,1997-06-01
4055736,OUTLOOK,-107.05,51.483333333333334,541,pr,1082,1915-01-01,2007-11-01
8205700,SYDNEY ,-60.048138888888886,46.166666666666664,62,pr,1712,1870-01-01,2014-08-01
2402350,HALL BEACH ,-81.2425,68.77583333333334,8,pr,652,1957-01-01,2014-12-01
4063560,ISLAND FALLS,-102.35,55.53333333333333,299,pr,873,1931-01-01,2004-09-01
2400635,CAPE DORSET ,-76.525,64.23027777777777,50,pr,857,1932-01-01,2014-11-01
2201700,TULITA ,-125.56833333333333,64.90861111111111,101,pr,825,1904-01-01,2014-12-01
4068840,WHITESAND DAM,-103.15,56.233333333333334,344,pr,780,1938-01-01,2004-09-01
6085700,NORTH BAY ,-79.42277777777778,46.36361111111111,370,pr,1112,1915-01-01,2013-01-01
1051350,CAPE ST JAMES,-131.01666666666668,51.93333333333333,89,pr,743,1926-01-01,1992-08-01
6150689,BELLEVILLE,-77.394735,44.15057,76,pr,1116,1921-01-01,2017-12-01
7048320,TADOUSSAC,-69.7,48.15,70,pr,962,1914-01-01,2004-04-01
3015405,RANFURLY 2NW,-111.73333333333333,53.416666666666664,673,pr,1316,1905-01-01,2014-11-01
6105460,MORRISBURG,-75.18834333333334,44.92361833333333,82,pr,1142,1913-01-01,2008-12-01
3044923,ONEFOUR,-110.46666666666667,49.11666666666667,935,pr,849,1928-01-01,2007-10-01
4016560,REGINA ,-104.66666666666667,50.43333333333333,577,pr,1312,1898-01-01,2007-11-01
8203100,LIVERPOOL BIG FALLS,-64.93333333333334,44.13333333333333,50,pr,851,1940-01-01,2012-10-01
1080870,BIG CREEK,-123.07305694444445,51.66722361111111,1175,pr,1004,1904-01-01,1998-11-01
6139525,WINDSOR ,-82.95555555555555,42.275555555555556,190,pr,1462,1866-01-01,2014-10-01
7052865,GRANDE VALLEE,-65.15,49.2,8,pr,1343,1883-01-01,2004-04-01
4064150,LA RONGE ,-105.26666666666667,55.15,379,pr,782,1923-01-01,2013-10-01
6092925,GORE BAY ,-82.56666666666666,45.88333333333333,194,pr,926,1916-01-01,1994-01-01
8100300,AROOSTOOK,-67.71555555555555,46.71222222222222,91,pr,1087,1920-01-01,2017-12-01
1100120,AGASSIZ,-121.76027777777777,49.24305555555556,15,pr,1519,1890-01-01,2017-12-01
3067372,WHITECOURT ,-115.78666666666666,54.14388888888889,782,pr,765,1943-01-01,2009-05-01
2300707,CHESTERFIELD INLET ,-90.7311111111111,63.346944444444446,10,pr,909,1931-01-01,2014-11-01
2100402,DAWSON ,-139.12777777777777,64.04305555555555,370,pr,1326,1901-01-01,2015-02-01
2100631,HAINES JUNCTION,-137.50525,60.749544444444446,596,pr,715,1945-01-01,2008-09-01
8206200,UPPER STEWIACKE,-63.0,45.21666666666667,23,pr,1054,1916-01-01,2008-04-01
4013660,KELLIHER,-103.75302777777777,51.257416666666664,676,pr,1230,1908-01-01,2017-12-01
1060841,BELLA COOLA ,-126.59583333333333,52.3875,36,pr,1406,1899-01-01,2017-11-01
1016940,SAANICHTON,-123.41888888888889,48.62166666666667,61,pr,1240,1914-01-01,2017-12-01
1096630,QUESNEL ,-122.51,53.02611111111111,545,pr,1263,1900-01-01,2007-03-01
5050920,FLIN FLON,-101.88333333333334,54.766666666666666,320,pr,957,1927-01-01,2017-12-01
8103200,MONCTON ,-64.68380555555555,46.10530555555555,71,pr,1357,1898-01-01,2012-06-01
4064600,LOON LAKE EPF,-109.1,54.05,543,pr,813,1930-01-01,2005-10-01
1162265,DARFIELD,-120.18266666666666,51.297333333333334,412,pr,1227,1914-01-01,2017-11-01
8502NHR,MAKKOVIK ,-59.18861111111111,55.08222222222222,71,pr,800,1942-01-01,2014-11-01
2202200,FORT SMITH ,-111.96194444444444,60.02027777777778,205,pr,1177,1915-01-01,2014-11-01
402DAF0,LEADER AIRPORT,-109.50139166666666,50.90946388888889,676,pr,1001,1923-01-01,2007-11-01
5012321,PORTAGE LA PRAIRIE,-98.26666666666667,49.95,259,pr,806,1942-01-01,2017-12-01
5010480,BRANDON ,-99.95194444444445,49.91,409,pr,1457,1890-01-01,2012-12-01
7113534,KUUJJUAQ ,-68.41666666666667,58.1,39,pr,801,1947-01-01,2014-03-01
7080468,BARRAGE TEMISCAMINGUE,-79.10111111111111,46.709722222222226,181,pr,1000,1910-01-01,1995-10-01
6119500,WIARTON ,-81.10722222222222,44.74583333333333,222,pr,800,1948-01-01,2014-11-01
5022759,SPRAGUE,-95.59833583333334,49.02361111111111,329,pr,1094,1916-01-01,2007-11-01
1168520,VAVENBY,-119.77805555555555,51.57611111111111,445,pr,1250,1913-01-01,2017-12-01
2402684,LONGSTAFF BLUFF,-75.14083333333333,68.89861111111111,161,pr,398,1958-01-01,1991-06-01
