station,station_name,lon,lat,elev,variable,valid_months,start,end
1163842,KAMLOOPS AUT,-120.44,50.7,345,idf,612,1965-01-01,2021-12-31
1166R45,SALMON ARM A,-119.23,50.69,527,idf,528,1964-01-01,2016-12-31
1173220,GOLDEN AIRPORT,-116.98,51.3,785,idf,504,1973-01-01,2021-12-31
1176755,REVELSTOKE AIRPORT AUTO,-118.18,50.96,444,idf,348,1970-01-01,2021-12-31
1181508,CHETWYND A,-121.63,55.69,609,idf,372,1970-01-01,2016-12-31
1182285,DAWSON CREEK A,-120.18,55.74,654,idf,312,1969-01-01,2002-12-31
1183000,FORT ST JOHN A,-120.74,56.24,694,idf,288,1973-01-01,2002-12-31
1184793,MACKENZIE AIRPORT AUTO,-123.14,55.31,694,idf,384,1971-01-01,2021-12-31
1192940,FORT NELSON A,-122.6,58.84,381,idf,408,1966-01-01,2002-12-31
1195250,MUNCHO LAKE,-125.77,58.93,836,idf,324,1983-01-01,2013-12-31
119BLM0,DEASE LAKE (AUT),-130.03,58.43,800,idf,396,1973-01-01,2021-12-31
1200560,ATLIN,-133.7,59.57,673,idf,276,1977-01-01,2014-12-31
2100184,BURWASH AIRPORT AUTO,-139.02,61.37,807,idf,240,1975-01-01,2021-12-31
2100301,CARMACKS CS,-136.19,62.12,542,idf,240,1964-01-01,2021-12-31
2100630,HAINES JUNCTION,-137.58,60.77,595,idf,252,1964-01-01,2021-12-31
2100700,MAYO A,-135.87,63.62,503,idf,312,1979-01-01,2016-12-31
2100880,PELLY RANCH,-137.31,62.83,445,idf,492,1966-01-01,2014-12-31
2100LRP,DAWSON,-139.13,64.06,370,idf,384,1976-01-01,2021-12-31
2101102,TESLIN (AUT),-132.73,60.17,705,idf,480,1967-01-01,2021-12-31
2101204,WATSON LAKE (AUT),-128.83,60.12,683,idf,372,1970-01-01,2021-12-31
2101310,WHITEHORSE AUTO,-135.1,60.73,707,idf,588,1960-01-01,2021-12-31
2201903,FORT RELIANCE (AUT),-109.17,62.71,167,idf,324,1972-01-01,2021-12-31
2202102,FORT SIMPSON CLIMATE,-121.24,61.76,168,idf,552,1969-01-01,2021-12-31
2202401,HAY RIVER A,-115.78,60.84,164,idf,468,1971-01-01,2015-12-31
2202578,INUVIK CLIMATE,-133.52,68.32,103,idf,432,1972-01-01,2021-12-31
2202810,NORMAN WELLS CLIMATE,-126.75,65.29,93,idf,504,1974-01-01,2021-12-31
2204100,YELLOWKNIFE A,-114.44,62.46,205,idf,396,1963-01-01,1996-12-31
2300501,BAKER LAKE CLIMATE,-96.0,64.32,50,idf,396,1987-01-01,2021-12-31
2400602,CAMBRIDGE BAY GSN,-105.14,69.11,18,idf,432,1969-01-01,2021-12-31
2400636,KINNGAIT,-76.53,64.23,50,idf,372,1971-01-01,2021-12-31
2402353,SANIRAJAK,-81.24,68.78,8,idf,312,1987-01-01,2021-12-31
2402592,IQALUIT CLIMATE,-68.54,63.75,33,idf,372,1982-01-01,2021-12-31
2403204,POND INLET CLIMATE,-77.96,72.69,64,idf,336,1975-01-01,2021-12-31
2503648,SACHS HARBOUR CLIMATE,-125.25,71.99,87,idf,240,1978-01-01,2021-12-31
3011240,CAMROSE,-112.82,53.05,739,idf,300,1982-01-01,2021-12-31
3011887,CORONATION CLIMATE,-111.45,52.07,791,idf,372,1976-01-01,2021-12-31
3012206,EDMONTON INTERNATIONAL CS,-113.61,53.31,715,idf,672,1961-01-01,2021-12-31
3012209,EDMONTON BLATCHFORD,-113.52,53.57,671,idf,900,1914-01-01,2021-12-31
3012210,EDMONTON NAMAO A,-113.47,53.67,687,idf,348,1965-01-01,1994-12-31
3015523,ROCKY MTN HOUSE (AUT),-114.91,52.42,988,idf,492,1964-01-01,2021-12-31
301A001,EDMONTON STONY PLAIN CS,-114.11,53.55,766,idf,252,1989-01-01,2021-12-31
3023722,LACOMBE CDA 2,-113.76,52.45,860,idf,456,1970-01-01,2021-12-31
3025481,RED DEER REGIONAL A,-113.89,52.18,904,idf,588,1959-01-01,2014-12-31
3030QLP,BROOKS,-111.85,50.56,747,idf,432,1965-01-01,2021-12-31
3031094,CALGARY INT'L CS,-114.0,51.11,1081,idf,804,1947-01-01,2021-12-31
3033890,LETHBRIDGE CDA,-112.77,49.7,910,idf,612,1960-01-01,2021-12-31
3034485,MEDICINE HAT RCS,-110.72,50.03,715,idf,552,1971-01-01,2021-12-31
3035208,PINCHER CREEK CLIMATE,-114.0,49.52,1190,idf,384,1965-01-01,2021-12-31
3036682,VAUXHALL CDA CS,-112.13,50.05,779,idf,576,1956-01-01,2021-12-31
3044923,ONEFOUR CDA,-110.47,49.12,935,idf,396,1964-01-01,2021-12-31
3053520,JASPER,-118.07,52.88,1062,idf,372,1963-01-01,1994-12-31
3062246,EDSON CLIMATE,-116.45,53.58,927,idf,420,1970-01-01,2020-12-31
3062696,FORT MCMURRAY CS,-111.21,56.65,368,idf,516,1966-01-01,2021-12-31
3064528,MILDRED LAKE,-111.56,57.04,310,idf,288,1974-01-01,2021-12-31
3065997,SLAVE LAKE RCS,-114.78,55.29,582,idf,348,1973-01-01,2021-12-31
3067372,WHITECOURT A,-115.79,54.14,782,idf,348,1982-01-01,2012-12-31
3070600,BEAVERLODGE RCS,-119.4,55.2,745,idf,576,1961-01-01,2021-12-31
3072659,FORT CHIPEWYAN RCS,-111.12,58.77,238,idf,336,1969-01-01,2021-12-31
3072723,FORT VERMILION,-116.04,58.38,289,idf,252,1962-01-01,2021-12-31
3072920,GRANDE PRAIRIE A,-118.89,55.18,669,idf,264,1968-01-01,1993-12-31
3073146,HIGH LEVEL A,-117.16,58.62,338,idf,384,1971-01-01,2011-12-31
3075040,PEACE RIVER A,-117.45,56.23,570,idf,468,1966-01-01,2011-12-31
3077246,WATINO,-117.63,55.72,393,idf,240,1963-01-01,1993-12-31
3081680,COLD LAKE A,-110.28,54.42,541,idf,588,1966-01-01,2017-12-31
4010879,BROADVIEW,-102.57,50.37,599,idf,552,1965-01-01,2021-12-31
4012164,DAVIN 5,-104.17,50.37,655,idf,360,1952-01-01,1993-12-31
4012410,ESTEVAN,-102.97,49.22,580,idf,684,1964-01-01,2021-12-31
4013480,INDIAN HEAD CDA,-103.65,50.55,579,idf,588,1962-01-01,2021-12-31
4013490,INDIAN HEAD PFRA,-103.68,50.5,604,idf,396,1961-01-01,1995-12-31
4015322,MOOSE JAW CS,-105.54,50.33,577,idf,648,1960-01-01,2021-12-31
4015680,ORMISTON,-105.37,49.72,685,idf,312,1969-01-01,1996-12-31
4016699,REGINA RCS,-104.67,50.43,577,idf,792,1941-01-01,2021-12-31
4019073,YORKTON,-102.46,51.26,498,idf,480,1970-01-01,2021-12-31
40190LN,WYNYARD (AUT),-104.2,51.77,560,idf,624,1965-01-01,2021-12-31
401HP5R,WEYBURN,-103.8,49.7,588,idf,564,1962-01-01,2021-12-31
4028040,SWIFT CURRENT A,-107.68,50.3,816,idf,300,1970-01-01,1994-12-31
4028060,SWIFT CURRENT CDA,-107.73,50.27,825,idf,624,1959-01-01,2021-12-31
4036844,ROCKGLEN (AUT),-105.98,49.17,917,idf,276,1971-01-01,2021-12-31
4043901,KINDERSLEY A,-109.18,51.52,693,idf,600,1966-01-01,2016-12-31
4045607,NORTH BATTLEFORD RCS,-108.26,52.77,548,idf,516,1975-01-01,2021-12-31
4047240,SCOTT CDA,-108.83,52.36,659,idf,576,1961-01-01,2021-12-31
4055079,MELFORT,-104.6,52.82,490,idf,384,1974-01-01,2021-12-31
4055736,OUTLOOK PFRA,-107.05,51.48,541,idf,504,1963-01-01,2021-12-31
4056240,PRINCE ALBERT A,-105.67,53.22,428,idf,456,1960-01-01,2002-12-31
4057165,SASKATOON RCS,-106.72,52.17,504,idf,528,1960-01-01,2021-12-31
4057200,SASKATOON U OF S,-106.63,52.13,515,idf,396,1926-01-01,1959-12-31
4060983,BUFFALO NARROWS (AUT),-108.42,55.84,440,idf,540,1968-01-01,2021-12-31
4061620,COLLINS BAY SK,-103.68,58.23,412,idf,348,1973-01-01,2021-12-31
4061861,CREE LAKE,-107.13,57.35,494,idf,288,1970-01-01,1993-12-31
4063605,ISLAND FALLS (AUT),-102.35,55.53,297,idf,540,1966-01-01,2021-12-31
4064149,LA RONGE RCS,-105.27,55.15,378,idf,588,1966-01-01,2021-12-31
4067PR5,STONY RAPIDS A,-105.83,59.25,245,idf,264,1986-01-01,2008-12-31
4068559,WASKESIU LAKE,-106.07,53.92,569,idf,312,1977-01-01,2021-12-31
406N0NM,MEADOW LAKE,-108.52,54.13,481,idf,468,1979-01-01,2021-12-31
406QLD0,URANIUM CITY (AUT),-108.48,59.57,318,idf,396,1965-01-01,2021-12-31
407N51G,NIPAWIN,-104.0,53.33,371,idf,456,1974-01-01,2021-12-31
4083324,HUDSON BAY(AUT),-102.32,52.82,358,idf,492,1966-01-01,2021-12-31
5010485,BRANDON CDA,-99.98,49.87,362,idf,288,1960-01-01,1985-12-31
5010490,BRANDON RCS,-99.95,49.9,409,idf,492,1970-01-01,2021-12-31
5012324,PORTAGE SOUTHPORT,-98.28,49.9,272,idf,528,1964-01-01,2021-12-31
5020725,DEERWOOD RCS,-98.32,49.4,341,idf,480,1964-01-01,2021-12-31
5021054,GLENLEA,-97.12,49.65,234,idf,384,1967-01-01,2000-12-31
5021849,MORDEN CDA CS,-98.08,49.19,297,idf,408,1977-01-01,2021-12-31
5022125,PILOT MOUND (AUT),-98.9,49.19,470,idf,444,1965-01-01,2021-12-31
5023262,WINNIPEG THE FORKS,-97.13,49.89,230,idf,408,1961-01-01,2021-12-31
502S001,WINNIPEG A CS,-97.25,49.92,238,idf,744,1944-01-01,2021-12-31
5030203,BERENS RIVER CS,-97.02,52.36,221,idf,276,1985-01-01,2021-12-31
5031042,GIMLI CLIMATE,-97.05,50.63,230,idf,480,1964-01-01,2021-12-31
5031320,INDIAN BAY,-95.2,49.62,326,idf,348,1961-01-01,2002-12-31
5031A10,GRAND RAPIDS (AUT),-99.27,53.19,222,idf,300,1966-01-01,2020-12-31
5040681,DAUPHIN CS,-100.06,51.1,304,idf,564,1954-01-01,2021-12-31
5043158,MCCREARY,-99.53,50.71,351,idf,264,1989-01-01,2021-12-31
5050919,FLIN FLON,-101.68,54.68,303,idf,552,1970-01-01,2021-12-31
5052890,THE PAS CLIMATE,-101.1,53.97,274,idf,552,1971-01-01,2021-12-31
5060608,CHURCHILL CLIMATE,-94.07,58.73,28,idf,588,1963-01-01,2021-12-31
5060999,GILLAM,-94.7,56.36,145,idf,492,1972-01-01,2020-12-31
5061376,ISLAND LAKE A,-94.65,53.85,235,idf,432,1971-01-01,2013-12-31
5061649,LYNN LAKE RCS,-101.07,56.85,354,idf,540,1969-01-01,2021-12-31
5062921,THOMPSON A,-97.86,55.8,224,idf,516,1971-01-01,2017-12-31
506B0M7,NORWAY HOUSE FORESTRY,-97.8,54.0,217,idf,264,1963-01-01,1991-12-31
6010738,BIG TROUT LAKE,-89.87,53.83,224,idf,300,1967-01-01,1992-12-31
6012199,EAR FALLS (AUT),-93.22,50.63,362,idf,732,1952-01-01,2021-12-31
6014353,LANSDOWNE HOUSE (AUT),-87.94,52.2,253,idf,360,1971-01-01,2021-12-31
6016525,PICKLE LAKE (AUT),-90.22,51.45,390,idf,660,1953-01-01,2021-12-31
6016975,RED LAKE A,-93.79,51.07,385,idf,324,1978-01-01,2012-12-31
6020LPQ,ATIKOKAN (AUT),-91.63,48.76,389,idf,444,1967-01-01,2021-12-31
6034073,KENORA RCS,-94.38,49.79,412,idf,588,1966-01-01,2021-12-31
6036907,RAWSON LAKE (AUT),-93.73,49.66,435,idf,384,1971-01-01,2020-12-31
6037775,SIOUX LOOKOUT A,-91.9,50.12,383,idf,552,1963-01-01,2017-12-31
6041221,CARIBOU ISLAND,-85.83,47.33,186,idf,264,1966-01-01,1988-12-31
6042716,GERALDTON A,-86.93,49.78,348,idf,648,1952-01-01,2016-12-31
6046770,PUKASKWA NATL PARK,-86.3,48.6,192,idf,252,1983-01-01,2007-12-31
6047810,SLATE ISLAND,-87.0,48.62,185,idf,240,1967-01-01,1988-12-31
6048268,THUNDER BAY CS,-89.33,48.37,199,idf,696,1952-01-01,2021-12-31
6055210,MISSISSAGI ONT HYDRO,-83.38,46.43,225,idf,264,1971-01-01,1996-12-31
6057592,SAULT STE MARIE A,-84.51,46.48,192,idf,588,1962-01-01,2012-12-31
6059408,WAWA (AUT),-84.78,47.97,287,idf,348,1980-01-01,2014-12-31
6059475,WHITE RIVER,-85.28,48.6,378,idf,252,1953-01-01,1975-12-31
6061361,CHAPLEAU A,-83.35,47.82,448,idf,348,1971-01-01,2014-12-31
6068145,SUDBURY CLIMATE,-80.8,46.63,348,idf,576,1971-01-01,2021-12-31
6072230,EARLTON CLIMATE,-79.85,47.7,243,idf,312,1983-01-01,2021-12-31
6073980,KAPUSKASING CDA ON,-82.44,49.41,218,idf,612,1966-01-01,2021-12-31
6074211,KIRKLAND LAKE CS,-80.0,48.15,324,idf,468,1980-01-01,2021-12-31
6075435,MOOSONEE RCS,-80.62,51.29,9,idf,552,1968-01-01,2021-12-31
6076540,PINARD,-81.6,49.85,231,idf,288,1951-01-01,1981-12-31
6078282,TIMMINS CLIMATE,-81.39,48.56,294,idf,732,1952-01-01,2021-12-31
6085700,NORTH BAY A,-79.42,46.36,370,idf,552,1964-01-01,2016-12-31
6100971,BROCKVILLE PCC,-75.67,44.6,96,idf,516,1967-01-01,2017-12-31
6101820,COMBERMERE,-77.62,45.37,286,idf,240,1954-01-01,1977-12-31
6101874,CORNWALL,-74.75,45.02,64,idf,264,1991-01-01,2015-12-31
6101901,CORNWALL ONT HYDRO,-74.8,45.03,76,idf,396,1957-01-01,1992-12-31
6104027,KEMPTVILLE CS,-75.63,45.0,99,idf,576,1970-01-01,2021-12-31
6104142,KINGSTON CLIMATE,-76.6,44.22,93,idf,372,1982-01-01,2021-12-31
6104175,KINGSTON PUMPING STATION,-76.48,44.24,76,idf,756,1914-01-01,2007-12-31
6105978,OTTAWA CDA RCS,-75.72,45.38,79,idf,744,1905-01-01,2021-12-31
6106000,OTTAWA MACDONALD-CARTIER INT'L A,-75.67,45.32,114,idf,552,1967-01-01,2016-12-31
6106400,PETAWAWA NAT FORESTRY,-77.43,45.98,183,idf,396,1961-01-01,1994-12-31
6107836,SMITHS FALLS TS,-76.0,44.88,114,idf,252,1964-01-01,1989-12-31
6110557,BARRIE WPCC,-79.69,44.38,221,idf,324,1979-01-01,2008-12-31
6110617,BEAUSOLEIL,-79.87,44.85,183,idf,288,1977-01-01,2007-12-31
6111792,COLLINGWOOD,-80.22,44.5,179,idf,324,1973-01-01,2021-12-31
6115811,ORILLIA BRAIN,-79.44,44.6,250,idf,420,1965-01-01,2004-12-31
6116132,OWEN SOUND MOE,-80.93,44.58,178,idf,444,1965-01-01,2006-12-31
6119500,WIARTON A,-81.11,44.75,222,idf,480,1973-01-01,2015-12-31
611E001,EGBERT CS,-79.78,44.23,251,idf,324,1989-01-01,2021-12-31
6122847,GODERICH,-81.72,43.77,213,idf,432,1970-01-01,2021-12-31
6127519,SARNIA CLIMATE,-82.3,43.0,181,idf,660,1962-01-01,2021-12-31
6128330,TOBERMORY RCS,-81.63,45.23,213,idf,324,1988-01-01,2021-12-31
6131415,CHATHAM WPCP,-82.22,42.39,180,idf,564,1966-01-01,2015-12-31
6131983,DELHI CS,-80.55,42.87,231,idf,672,1962-01-01,2021-12-31
6133362,HARROW CDA AUTO,-82.9,42.03,191,idf,468,1966-01-01,2021-12-31
6135638,NIAGARA FALLS,-79.08,43.13,182,idf,312,1965-01-01,1990-12-31
6137154,RIDGETOWN RCS,-81.88,42.45,205,idf,528,1959-01-01,2021-12-31
6137287,ST CATHARINES A,-79.17,43.2,97,idf,396,1954-01-01,2005-12-31
6137362,ST THOMAS WPCP,-81.21,42.77,209,idf,984,1926-01-01,2016-12-31
6137730,SIMCOE,-80.27,42.85,240,idf,276,1962-01-01,1986-12-31
6139148,VINELAND STATION RCS,-79.4,43.18,79,idf,468,1963-01-01,2021-12-31
6139525,WINDSOR A,-82.96,42.28,189,idf,792,1946-01-01,2016-12-31
613F606,PORT COLBORNE (AUT),-79.25,42.87,183,idf,492,1964-01-01,2011-12-31
613P001,POINT PELEE CS,-82.52,41.95,176,idf,408,1975-01-01,2021-12-31
6140942,BRANTFORD AIRPORT,-80.33,43.14,245,idf,504,1961-01-01,2021-12-31
6142286,ELORA RCS,-80.42,43.65,376,idf,528,1970-01-01,2021-12-31
6142400,FERGUS SHAND DAM,-80.33,43.73,417,idf,540,1961-01-01,2016-12-31
6143089,GUELPH TURFGRASS,-80.22,43.55,325,idf,672,1954-01-01,2021-12-31
6144478,LONDON CS,-81.15,43.03,278,idf,852,1943-01-01,2021-12-31
6145504,MOUNT FOREST (AUT),-80.75,43.98,414,idf,516,1962-01-01,2020-12-31
6146714,PRESTON WPCP,-80.35,43.38,272,idf,264,1971-01-01,1996-12-31
6148105,STRATFORD WWTP,-81.0,43.37,345,idf,432,1966-01-01,2004-12-31
6149387,WATERLOO WELLINGTON A,-80.38,43.45,317,idf,396,1971-01-01,2007-12-31
6149625,WOODSTOCK,-80.77,43.14,281,idf,312,1962-01-01,2017-12-31
6150689,BELLEVILLE,-77.39,44.15,76,idf,528,1960-01-01,2016-12-31
6150830,BOWMANVILLE MOSTERT,-78.67,43.92,99,idf,372,1968-01-01,2001-12-31
6151042,BURKETON MCLAUGHLIN,-78.8,44.03,312,idf,372,1969-01-01,2001-12-31
6151137,CAMPBELLFORD,-77.8,44.3,146,idf,288,1973-01-01,1997-12-31
6153194,HAMILTON A,-79.93,43.17,237,idf,468,1971-01-01,2016-12-31
6153301,HAMILTON RBG CS,-79.91,43.29,102,idf,696,1962-01-01,2021-12-31
6154820,MAIN DUCK ISLAND,-76.63,43.93,75,idf,252,1966-01-01,1986-12-31
6155878,OSHAWA WPCP,-78.83,43.87,83,idf,432,1970-01-01,2016-12-31
6156533,PICTON,-77.13,44.02,76,idf,324,1966-01-01,1994-12-31
6157000,MONO CENTRE,-80.02,44.03,436,idf,252,1993-01-01,2021-12-31
6158355,TORONTO CITY,-79.4,43.67,112,idf,876,1940-01-01,2021-12-31
6158406,TORONTO BOOTH,-79.35,43.65,77,idf,312,1966-01-01,1992-12-31
6158520,TORONTO ELLESMERE,-79.27,43.77,164,idf,300,1966-01-01,1994-12-31
6158665,TORONTO ISLAND A,-79.39,43.63,76,idf,288,1971-01-01,1994-12-31
6158731,TORONTO INTL A,-79.63,43.68,173,idf,768,1950-01-01,2017-12-31
6158764,TORONTO OLD WESTON RD,-79.47,43.65,121,idf,264,1966-01-01,1990-12-31
6158875,TRENTON A,-77.53,44.12,86,idf,552,1965-01-01,2017-12-31
615HMAK,TORONTO BUTTONVILLE A,-79.37,43.86,198,idf,312,1986-01-01,2016-12-31
615S001,TORONTO NORTH YORK,-79.47,43.78,187,idf,408,1964-01-01,2014-12-31
6164432,LINDSAY FILTRATION PLANT,-78.73,44.35,251,idf,288,1965-01-01,1989-12-31
6166418,PETERBOROUGH A,-78.37,44.23,191,idf,396,1971-01-01,2006-12-31
6166450,PETERBOROUGH STP,-78.32,44.28,192,idf,336,1965-01-01,1992-12-31
616I001,BANCROFT AUTO,-77.88,45.07,330,idf,252,1998-01-01,2021-12-31
7010565,BEAUPORT,-71.2,46.84,10,idf,240,2000-01-01,2021-12-31
7011309,CHARLESBOURG PARC ORLEAN,-71.27,46.87,114,idf,264,1972-01-01,1997-12-31
7011982,DESCHAMBAULT,-71.92,46.67,15,idf,300,1973-01-01,1999-12-31
7012240,DUCHESNAY,-71.65,46.87,166,idf,240,1971-01-01,1993-12-31
7013362,JOLIETTE VILLE,-73.43,46.02,56,idf,264,1967-01-01,1999-12-31
7014160,L'ASSOMPTION,-73.43,45.81,21,idf,708,1963-01-01,2021-12-31
7015730,OKA,-74.07,45.5,91,idf,288,1969-01-01,1999-12-31
7016280,QUEBEC,-71.22,46.8,90,idf,360,1914-01-01,1943-12-31
7016800,ST ALBAN,-72.08,46.72,76,idf,312,1969-01-01,1999-12-31
7016900,ST AUGUSTIN,-71.5,46.73,57,idf,288,1966-01-01,1989-12-31
7016932,STE CATHERINE,-71.62,46.85,152,idf,264,1968-01-01,1990-12-31
7017100,ST DONAT,-74.2,46.32,388,idf,264,1970-01-01,1997-12-31
7018001,SHAWINIGAN,-72.73,46.56,110,idf,600,1968-01-01,2021-12-31
701S001,QUEBEC JEAN LESAGE INTL,-71.38,46.8,60,idf,732,1961-01-01,2021-12-31
7020305,ARTHABASKA,-71.95,46.02,140,idf,360,1963-01-01,1998-12-31
7020840,BROME,-72.57,45.18,205,idf,312,1971-01-01,1998-12-31
7021320,CHARTIERVILLE,-71.2,45.28,518,idf,252,1968-01-01,1989-12-31
7022160,DRUMMONDVILLE,-72.48,45.88,82,idf,288,1967-01-01,1998-12-31
7022494,FORTIERVILLE,-72.05,46.48,53,idf,276,1974-01-01,1999-12-31
7022720,GEORGEVILLE,-72.23,45.13,266,idf,360,1968-01-01,1998-12-31
7022802,GRANBY,-72.77,45.37,86,idf,432,1970-01-01,2021-12-31
7023677,LAC MEGANTIC 2,-70.87,45.6,426,idf,348,1970-01-01,1999-12-31
7024280,LENNOXVILLE,-71.82,45.37,181,idf,708,1960-01-01,2021-12-31
7024320,LINGWICK,-71.37,45.63,266,idf,360,1968-01-01,1999-12-31
7024745,MCTAVISH,-73.58,45.5,72,idf,396,1906-01-01,2014-12-31
7025745,ORMSTOWN,-74.05,45.12,45,idf,372,1963-01-01,1998-12-31
7027039,STE-CLOTILDE,-73.68,45.17,53,idf,432,1969-01-01,2021-12-31
7027200,ST EPHREM,-70.97,46.07,312,idf,360,1966-01-01,1999-12-31
7027248,ST FERDINAND,-71.58,46.1,297,idf,276,1976-01-01,1999-12-31
7027283,ST GEORGES,-70.7,46.15,167,idf,312,1966-01-01,1997-12-31
7027302,ST GUILLAUME,-72.77,45.88,43,idf,288,1973-01-01,1999-12-31
7027320,MONTREAL ST-HUBERT A,-73.42,45.52,27,idf,348,1965-01-01,1995-12-31
7027656,ST PIERRE DE BROUGHTON,-71.22,46.25,365,idf,324,1972-01-01,1999-12-31
7027725,ST SEBASTIEN,-70.95,45.77,442,idf,312,1973-01-01,1999-12-31
7027750,ST THEOPHILE,-70.48,45.93,395,idf,324,1966-01-01,1996-12-31
7027785,ST ZACHARIE,-70.38,46.12,480,idf,240,1973-01-01,1993-12-31
7027802,SAWYERVILLE NORD,-71.53,45.37,345,idf,360,1966-01-01,1999-12-31
7028124,SHERBROOKE A,-71.68,45.43,241,idf,384,1962-01-01,1994-12-31
7028441,THETFORD MINES,-71.35,46.1,381,idf,372,1967-01-01,1999-12-31
7028676,VALLEE JONCTION,-70.93,46.38,152,idf,360,1966-01-01,1999-12-31
7028754,BEAUCEVILLE,-70.78,46.2,229,idf,264,1996-01-01,2021-12-31
7028906,WEST DITTON,-71.3,45.4,512,idf,312,1965-01-01,1992-12-31
7028946,WOBURN,-70.87,45.38,396,idf,276,1973-01-01,1995-12-31
702FHL8,STE-ANNE-DE-BELLEVUE 1,-73.93,45.43,39,idf,528,1963-01-01,2021-12-31
702S006,MONTREAL PIERRE ELLIOTT TRUDEAU INTL,-73.74,45.47,32,idf,912,1943-01-01,2021-12-31
7031375,CHENEVILLE,-75.08,45.9,222,idf,276,1972-01-01,1999-12-31
7034480,MANIWAKI UA,-76.01,46.3,188,idf,324,1965-01-01,1992-12-31
7035290,MONTREAL MIRABEL INT'L A,-74.03,45.67,82,idf,264,1976-01-01,2008-12-31
7035520,NOMININGUE,-75.08,46.4,274,idf,288,1971-01-01,1999-12-31
7036762,STE AGATHE DES MONTS,-74.28,46.05,394,idf,324,1966-01-01,1992-12-31
7037400,ST JEROME,-74.05,45.8,169,idf,288,1971-01-01,1999-12-31
7038040,SHAWVILLE,-76.47,45.62,167,idf,348,1970-01-01,1999-12-31
7040440,BAIE-COMEAU A,-68.2,49.13,21,idf,324,1969-01-01,2004-12-31
7040813,LOURDES DE BLANC SABLON A,-57.18,51.45,37,idf,336,1974-01-01,2014-12-31
7041312,CHARLEVOIX (MRC),-70.64,47.28,722,idf,288,1998-01-01,2021-12-31
7042378,FORESTVILLE,-69.08,48.73,76,idf,288,1968-01-01,1995-12-31
7042395,FORET MONTMORENCY RCS,-71.15,47.32,672,idf,576,1967-01-01,2021-12-31
7045400,NATASHQUAN A,-61.82,50.18,10,idf,324,1969-01-01,2004-12-31
7047914,SEPT-ILES,-66.25,50.22,52,idf,492,1969-01-01,2021-12-31
704Q003,POINTE NOIRE CS,-66.43,50.16,24,idf,276,1998-01-01,2021-12-31
7051160,CAP MADELEINE,-65.32,49.23,2,idf,300,1967-01-01,1993-12-31
7051175,CAP SEIZE,-66.4,49.02,229,idf,276,1969-01-01,1993-12-31
7052603,GASPE AIRPORT,-64.83,48.78,360,idf,312,1980-01-01,2021-12-31
7052820,GRANDE RIVIERE,-64.53,48.38,8,idf,252,1967-01-01,1997-12-31
7053649,LAC HUMQUI,-67.57,48.28,235,idf,276,1973-01-01,1999-12-31
7053KGR,ILES DE LA MADELEINE,-61.77,47.43,7,idf,360,1983-01-01,2021-12-31
7054096,LA POCATIERE,-70.03,47.36,31,idf,636,1962-01-01,2021-12-31
7055122,MONT-JOLI,-68.19,48.6,55,idf,528,1968-01-01,2021-12-31
7055705,NOUVELLE,-66.3,48.1,7,idf,324,1971-01-01,1999-12-31
7056202,PORT-MENIER,-64.29,49.84,55,idf,288,1973-01-01,2021-12-31
7056480,RIMOUSKI,-68.52,48.45,35,idf,300,1964-01-01,1999-12-31
7056616,RIVIERE-DU-LOUP,-69.55,47.81,146,idf,348,1968-01-01,2021-12-31
7056922,ST BRUNO KAMOURASKA,-69.78,47.45,198,idf,252,1969-01-01,1999-12-31
7056970,ST CHARLES GARNIER,-68.05,48.33,323,idf,252,1970-01-01,1993-12-31
7057287,STE GERMAINE,-70.47,46.42,510,idf,372,1966-01-01,1999-12-31
7057395,ST JEAN DE CHERBOURG,-67.12,48.88,350,idf,300,1971-01-01,1999-12-31
7057518,ST MALACHIE,-70.82,46.55,221,idf,288,1966-01-01,1990-12-31
7060400,BAGOTVILLE A,-71.0,48.33,159,idf,540,1961-01-01,2017-12-31
7063370,JONQUIERE,-71.14,48.43,135,idf,324,1995-01-01,2021-12-31
7063690,LAC STE CROIX,-71.75,48.42,152,idf,324,1972-01-01,1999-12-31
7065639,NORMANDIN,-72.55,48.84,137,idf,540,1962-01-01,2021-12-31
7066685,ROBERVAL A,-72.27,48.52,178,idf,372,1970-01-01,2012-12-31
7067060,ST COEUR DE MARIE,-71.72,48.63,106,idf,324,1967-01-01,1993-12-31
706Q001,LA BAIE,-70.92,48.3,151,idf,288,1998-01-01,2021-12-31
7074240,LA TUQUE,-72.78,47.4,152,idf,264,1968-01-01,1999-12-31
7075800,PARENT,-74.62,47.92,444,idf,324,1970-01-01,2021-12-31
7077571,SAINT-MICHEL-DES-SAINTS,-74.09,46.82,429,idf,420,1970-01-01,2021-12-31
7080452,BARRAGE ANGLIERS,-79.24,47.55,266,idf,480,1967-01-01,2007-12-31
7080468,BARRAGE TEMISCAMINGUE,-79.1,46.71,181,idf,624,1968-01-01,2021-12-31
7090120,AMOS,-78.13,48.57,310,idf,324,1969-01-01,1998-12-31
7091299,CHAPAIS,-74.98,49.82,381,idf,624,1964-01-01,2021-12-31
7093716,LA GRANDE RIVIERE A,-77.7,53.63,194,idf,336,1977-01-01,2015-12-31
7094639,MATAGAMI A,-77.82,49.77,281,idf,240,1969-01-01,1990-12-31
7098603,VAL-D'OR,-77.79,48.06,338,idf,504,1961-01-01,2021-12-31
7103539,KUUJJUARAPIK,-77.57,55.37,30,idf,444,1969-01-01,2021-12-31
